0.01673,0.07307,0.01538
0.01673,0.01538,0.09091
0.02005,0.04820,0.81818
0.02005,0.01923,0.09091
0.03003,0.05118,0.05035
0.03003,0.01744,0.01538
0.03003,0.20131,0.27552
0.03003,0.00745,0.07273
0.03003,0.00450,1.00000
0.03336,0.07386,0.01538
0.03668,0.12902,0.32867
0.05331,0.05118,0.05035
0.05331,0.00918,0.09091
0.05331,0.08761,0.01538
0.05331,0.01371,0.18182
0.05331,0.01067,0.06573
0.05331,0.00592,0.07273
0.05328,0.00303,0.40839
0.06325,0.04826,0.09650
0.09983,0.00303,0.40839
0.01340,1.00000,0.16923
0.02005,0.07514,0.19441
0.05331,0.79519,0.13427
0.05331,0.23291,0.16923
0.08311,0.13033,0.44336
0.00998,0.10395,0.44336
0.06315,0.05118,0.05035
0.06315,0.02332,0.01538
0.06315,0.02943,0.01538
0.06648,0.53004,0.02797
0.07313,0.04696,0.20979
0.08311,0.03799,0.05035
0.08311,0.02148,0.18182
0.08643,0.07025,0.01538
0.09308,0.03967,0.01538
0.09308,0.00384,0.01538
0.09308,0.03750,0.01538
0.00000,0.03739,0.01538
0.00998,0.00698,0.10350
0.00998,0.04377,0.01538
0.00998,0.03658,0.01538
0.00998,0.29267,0.02797
0.01330,0.03179,0.02797
0.01663,0.06496,0.11888
0.01995,0.10121,0.01538
0.02328,0.06438,0.02797
0.03326,0.04163,0.01538
0.03326,0.01161,0.05035
0.03326,0.03799,0.05035
0.03326,0.02665,0.01538
0.03326,0.03739,0.01538
0.03658,0.08931,0.84336
0.05653,0.03799,0.05035
0.05653,0.02332,0.01538
0.05653,0.07703,0.01538
0.07313,0.00303,0.40839
0.01995,0.04229,0.19441
0.03326,0.98553,0.16923
0.03326,0.80483,0.13427
0.05653,0.08408,0.16923
0.06987,0.59336,0.45315
0.05657,0.03287,0.01538
0.06987,0.05118,0.05035
0.06987,0.01875,0.38881
0.06987,0.00514,0.38881
0.06987,0.04377,0.01538
0.06987,0.01219,0.01538
0.06987,0.05257,0.58741
0.07320,0.02611,0.09091
0.07320,0.01405,0.06573
0.07320,0.00831,0.20000
0.07320,0.02200,0.01538
0.07652,0.01663,0.09091
0.07652,0.00053,0.26434
0.07652,0.03093,0.26294
0.07652,0.01784,0.09091
0.07652,0.03936,0.01538
0.07985,0.02200,0.01538
0.09315,0.05118,0.05035
0.09315,0.04377,0.01538
0.09315,0.02203,0.01538
0.09647,0.04034,0.01538
0.09647,0.00518,0.22098
0.00007,0.01088,0.03776
0.00339,0.00867,0.10350
0.00672,0.01067,0.06573
0.01669,0.05118,0.05035
0.01669,0.07071,0.57762
0.01669,0.03790,0.01538
0.01669,0.00592,0.07273
0.02002,0.02345,0.01538
0.02002,0.04431,0.01538
0.02335,0.01189,0.06573
0.02335,0.00759,0.07273
0.02667,0.08101,0.01538
0.03000,0.03472,0.26713
0.03000,0.04076,0.01538
0.03997,0.00968,0.09091
0.03997,0.06438,0.05035
0.03997,0.03799,0.02797
0.03997,0.02203,0.01538
0.03997,0.02236,0.20000
0.03997,0.01067,0.06573
0.03997,0.01524,0.09091
0.03997,0.09382,0.99860
0.03997,0.01189,0.61678
0.04330,0.01665,0.09091
0.04330,0.00896,0.07273
0.04330,0.01371,0.18182
0.04662,0.01194,0.11888
0.04662,0.01107,0.13846
0.04662,0.01731,0.01538
0.04662,0.00974,0.01538
0.04995,0.01088,0.03776
0.04995,0.00881,0.07273
0.05989,0.65800,0.50769
0.06987,0.63952,0.13427
0.00339,0.99330,0.16923
0.02002,0.22525,0.19441
0.02667,0.01950,0.09650
0.03997,0.06438,0.70210
0.04330,0.05539,0.09650
0.04662,0.08675,0.16923
0.09667,0.00902,0.30070
0.06342,0.04459,0.61259
0.06342,0.02744,0.91469
0.07340,0.03799,0.05035
0.07340,0.00836,0.22238
0.07340,0.01385,0.06014
0.07340,0.00170,0.18182
0.07340,0.01755,0.03776
0.07340,0.02480,0.02797
0.07340,0.03732,0.23077
0.07672,0.01088,0.03776
0.07672,0.03775,0.12867
0.07672,0.00084,0.23077
0.08337,0.00501,0.31748
0.08337,0.05326,0.19720
0.08670,0.00600,0.06014
0.08670,0.01088,0.03776
0.09667,0.05895,0.01399
0.09667,0.06436,0.01399
0.09667,0.01028,0.01399
0.09667,0.03799,0.05035
0.09667,0.01313,0.03776
0.09667,0.00723,0.18182
0.09667,0.00481,0.07273
0.09667,0.04195,0.02797
0.09667,0.00930,0.22098
0.10000,0.00170,0.18182
0.00027,0.01007,0.18182
0.00359,0.01398,0.33706
0.00359,0.02281,0.10350
0.00359,0.00501,0.18182
0.00692,0.04307,0.19301
0.00692,0.01088,0.03776
0.01689,0.00481,0.07273
0.01689,0.02149,0.19720
0.01689,0.00350,0.22098
0.01689,0.08691,0.93566
0.01689,0.00248,0.22098
0.01689,0.00501,0.00000
0.01689,0.00170,0.18182
0.02022,0.00627,0.32587
0.02022,0.00557,0.18182
0.02355,0.00412,0.22098
0.02355,0.01739,0.12727
0.03020,0.01313,0.03776
0.04017,0.03799,0.05035
0.04017,0.00632,0.18182
0.04017,0.01088,0.03776
0.04017,0.01546,0.01399
0.04350,0.00125,0.28531
0.05015,0.06438,0.31469
0.06342,0.02480,0.20979
0.00692,0.95980,0.16923
0.02022,0.39417,0.19441
0.04682,0.64084,0.13427
0.06006,0.01419,0.01399
0.08001,0.08211,0.02797
0.08001,0.00530,0.02797
0.09332,0.26225,0.02797
0.00356,0.03799,0.05035
0.00356,0.00698,0.10350
0.01686,0.04851,0.19720
0.03016,0.03799,0.05035
0.03016,0.00554,0.43077
0.03016,0.00323,0.06014
0.03016,0.00987,0.28531
0.03016,0.01277,0.01399
0.03681,0.14087,0.02797
0.03681,0.02480,0.02797
0.05012,0.03252,0.25175
0.05012,0.00499,0.18182
0.05012,0.23126,0.02797
0.05012,0.02590,0.02797
0.05677,0.04521,0.14545
0.07004,0.02348,0.99441
0.07004,0.00369,0.20979
0.09332,0.02480,0.20979
0.09332,0.96223,0.16923
0.03016,0.00633,0.20979
0.03016,0.19629,0.27972
0.03349,0.64084,0.13427
0.05677,0.32821,0.62238
0.06345,0.01149,0.01399
0.06345,0.03799,0.05035
0.06345,0.01933,0.35664
0.06345,0.00554,0.35664
0.06345,0.01088,0.03776
0.06678,0.00170,0.32308
0.07010,0.02083,0.01399
0.07010,0.00525,0.12727
0.07010,0.00472,0.12727
0.07675,0.05250,0.02797
0.08673,0.13733,0.67692
0.08673,0.03931,0.05035
0.08673,0.11378,0.02797
0.08673,0.07138,0.02797
0.08673,0.01693,0.02797
0.08673,0.07691,0.02797
0.08673,0.39417,0.02797
0.08673,0.04986,0.02797
0.09338,0.06438,0.02797
0.09338,0.13033,0.02797
0.02025,0.04771,0.32727
0.02358,0.03388,0.25175
0.02358,0.00501,0.13986
0.02358,0.00881,0.22238
0.03356,0.09245,0.35664
0.03356,0.01258,0.01399
0.03356,0.00547,0.22098
0.03688,0.00183,0.22238
0.04353,0.00698,0.10350
0.04353,0.00354,0.22238
0.06345,0.04591,0.69930
0.01028,0.95899,0.16923
0.01693,0.03272,0.10490
0.02358,0.19629,0.27972
